HGNC approved symbol	HGNC approved name	UniProt ID (human)	Pfam domains	UniProt ID (mouse)	Function	Modification	Protein complex	Target entity	Product
TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	TAF7_HUMAN	TAFII55_N PF04658 13-176	TAF7_MOUSE	Histone modification write cofactor, Histone modification write cofactor	Histone methylation, Histone acetylation	CHD8, MLL2/3, MLL4/WBP7	#	#
TAF8	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa	TAF8_HUMAN	Bromo_TP PF07524 32-105, TAF8_C PF10406 146-195	TAF8_MOUSE	Histone chaperone	#	#	#	#
TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	TAF9_HUMAN	TFIID-31kDa PF02291 10-130	TAF9_MOUSE	Histone chaperone	#	PCAF, STAGA, CHD8, MLL2/3, MLL4/WBP7	#	#
TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	TAF9B_HUMAN	TFIID-31kDa PF02291 10-130	TAF9B_MOUSE	Histone chaperone	#	TFTC-HAT	#	#
TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	TBL1R_HUMAN	LisH PF08513 6-32, WD40 PF00400 164-197 226-252 258-294 340-377 382-428 432-470	TBL1R_MOUSE	#	#	#	#	#
TDG	thymine-DNA glycosylase	TDG_HUMAN	UDG PF03167 129-288	TDG_MOUSE	DNA modification	DNA hydroxymethylation	#	G:U, G:T, G:hmU	C, 5mC, 5hmC
TDRD3	tudor domain containing 3	TDRD3_HUMAN	RMI1_N_C PF08585 1-72, domain PF22562 195-233, TUDOR PF00567 555-611	TDRD3_MOUSE	Histone modification read	#	#	H3R17me2a, H4R3me2a	#
TDRD7	tudor domain containing 7	TDRD7_HUMAN	OST-HTH PF12872 7-72 236-274, TUDOR PF00567 462-582 653-775 912-1026	TDRD7_MOUSE	Histone modification read	#	#	H3K9	#
TDRKH	tudor and KH domain containing	TDRKH_HUMAN	KH_1 PF00013 54-116 126-190, TUDOR PF00567 305-423	TDRKH_MOUSE	RNA modification	#	#	piRNA	#
TET1	tet methylcytosine dioxygenase 1	TET1_HUMAN	zf-CXXC PF02008 585-625, Tet_JBP PF12851 1580-2051	TET1_MOUSE	DNA modification	DNA hydroxymethylation	#	mC	hmC
TET2	tet methylcytosine dioxygenase 2	TET2_HUMAN	Tet_JBP PF12851 1290-1904	TET2_MOUSE	DNA modification	DNA hydroxymethylation	#	mC	hmC
TET3	tet methylcytosine dioxygenase 3	TET3_HUMAN	zf-CXXC PF02008 52-90, Tet_JBP PF12851 986-1697	TET3_MOUSE	DNA modification	DNA hydroxymethylation	#	mC	hmC
TEX10	testis expressed 10	TEX10_HUMAN	Ipi1_N PF12333 134-239	TEX10_MOUSE	Histone modification write cofactor, Histone modification write cofactor	Histone methylation, Histone acetylation	CHD8, MLL2/3, MLL4/WBP7	#	#
TFDP1	transcription factor Dp-1	TFDP1_HUMAN	E2F_TDP PF02319 113-193, DP PF08781 200-338	TFDP1_MOUSE	Histone modification	#	RING2-L3MBTL2	#	#
TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	TFPT_HUMAN		TFPT_MOUSE	Chromatin remodeling cofactor, DNA modification	DNA hydroxymethylation	Ino80	#	#
THRAP3	Thyroid hormone receptor-associated protein 3 (BCLAF1 and THRAP3 family member 2) (Thyroid hormone receptor-associated protein complex 150 kDa component) (Trap150)	TR150_HUMAN	THRAP3_BCLAF1 PF15440 107-862	TR150_MOUSE	RNA modification	RNA degradation	#	mRNA	#
TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	TLE1_HUMAN	TLE_N PF03920 18-132, WD40 PF00400 477-511 531-558 577-602 607-644 692-725 739-766	TLE1_MOUSE	Chromatin remodeling, Histone modification cofactor	#	#	H3	#
TLE2	transducin-like enhancer of split 2	TLE2_HUMAN	TLE_N PF03920 18-130, WD40 PF00400 450-484 504-531 550-575 580-617 665-698 712-739	TLE2_MOUSE	Histone modification cofactor	#	#	H3	H3K4, H3K9, H3K27me
TLE4	transducin-like enhancer of split 4	TLE4_HUMAN	TLE_N PF03920 24-138, WD40 PF00400 480-514 534-561 580-605 610-647 695-728 742-769	TLE4_MOUSE	Histone modification erase cofactor, TF	#	#	H3ac, H4ac	#
TLK1	tousled-like kinase 1	TLK1_HUMAN	Pkinase PF00069 458-734	TLK1_MOUSE	Histone modification write	Histone phosphorylation	#	H3S10	H3S10ph
TLK2	tousled-like kinase 2	TLK2_HUMAN	Pkinase PF00069 464-741	TLK2_MOUSE	Histone modification write	Histone phosphorylation	#	#	#
TNP1	transition protein 1 (during histone to protamine replacement)	STP1_HUMAN	TP1 PF02079 1-53	STP1_MOUSE	Chromatin remodeling	#	#	#	#
TNP2	transition protein 2 (during histone to protamine replacement)	STP2_HUMAN	TP2 PF01254 1-136	STP2_MOUSE	Chromatin remodeling	#	#	#	#
TONSL	tonsoku-like, DNA repair protein	TONSL_HUMAN	TPR_8 PF13181 202-235, domain PF13176 311-344, Ank_2 PF12796 529-628, LRR_6 PF13516 1097-1120 1128-1151 1248-1271	TONSL_MOUSE	Chromatin remodeling	#	#	#	#
TOP2A	topoisomerase (DNA) II alpha 170kDa	TOP2A_HUMAN	HATPase_c PF02518 80-176, DNA_gyraseB PF00204 265-425, Toprim PF01751 456-562, TOPRIM_C PF16898 574-711, DNA_topoisoIV PF00521 713-1171, DTHCT PF08070 1231-1511	TOP2A_MOUSE	Chromatin remodeling	#	#	DNA	#
TOP2B	topoisomerase (DNA) II beta 180kDa	TOP2B_HUMAN	HATPase_c PF02518 101-197, DNA_gyraseB PF00204 286-447, Toprim PF01751 477-583, TOPRIM_C PF16898 594-731, DNA_topoisoIV PF00521 734-1193, DTHCT PF08070 1447-1626	TOP2B_MOUSE	Chromatin remodeling	#	WINAC	#	#
TP53	tumor protein p53	P53_HUMAN	P53_TAD PF08563 13-33, TAD2 PF18521 23-55, P53 PF00870 101-288, P53_tetramer PF07710 323-357	P53_MOUSE	Histone modification write cofactor, TF	Histone acetylation, TF activator, TF repressor	#	H3	#
TP53BP1	tumor protein p53 binding protein 1	TP53B_HUMAN	53-BP1_Tudor PF09038 1481-1604, BRCT_3 PF18428 1866-1968	TP53B_MOUSE	Histone modification read	#	#	H4K79me2, H4K20me2	#
TRA2B	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	TRA2B_HUMAN	RRM_1 PF00076 122-190	TRA2B_MOUSE	RNA modification	Alternative splicing	#	mRNA	#
TRIM16	tripartite motif containing 16	TRI16_HUMAN	zf-B_box PF00643 127-165, PRY PF13765 375-424, SPRY PF00622 426-543	TRI16_MOUSE	Histone modification write	Histone acetylation	#	#	#
TRIM24	tripartite motif containing 24	TIF1A_HUMAN	zf-B_box PF00643 221-258, PHD PF00628 829-870, Bromodomain PF00439 908-989	TIF1A_MOUSE	Histone modification read	#	#	H3K4, H3K23ac	#
TRIM27	tripartite motif containing 27	TRI27_HUMAN	zf-C3HC4_4 PF15227 16-56, zf-B_box PF00643 93-132, PRY PF13765 318-366, SPRY PF00622 370-482	TRI27_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
TRIM28	tripartite motif containing 28	TIF1B_HUMAN	zf-RING_5 PF14634 65-122, zf-B_box PF00643 149-195 207-245, PHD PF00628 628-669	TIF1B_MOUSE	Histone modification read	#	#	H3	#
TRIM33	tripartite motif containing 33	TRI33_HUMAN	zf-B_box PF00643 274-310, PHD PF00628 890-931, Bromodomain PF00439 967-1046	TRI33_MOUSE	Histone modification read	#	#	H3K9me3, H3K18ac	#
TRRAP	transformation/transcription domain-associated protein	TRRAP_HUMAN	Tra1_central PF20175 240-895, Tra1_ring PF20206 1003-2695, FAT PF02259 2851-3201, PI3_PI4_kinase PF00454 3531-3782	TRRAP_MOUSE	Histone modification write cofactor	Histone acetylation	SWR, PCAF, TFTC-HAT, NuA4, SAGA, NuA4-related complex, STAGA	#	#
TRUB2	Mitochondrial mRNA pseudouridine synthase TRUB2 (EC 5.4.99.-)	TRUB2-HUMAN	TruB_N PF01509 88-231	TRUB2_MOUSE	RNA modification	RNA pseudouridinilation	#	mt--mRNA	U
TSSK6	testis-specific serine kinase 6	TSSK6_HUMAN	Pkinase PF00069 12-267	TSSK6_MOUSE	Histone modification write	Histone phosphorylation	#	H1, H2A, H2AX, H3	#
TTK	TTK protein kinase	TTK_HUMAN	Pkinase PF00069 525-791	TTK_MOUSE	Histone modification write cofactor	Histone phosphorylation	#	H2AT120	H2AT120ph
TYW5	tRNA-yW synthesizing protein 5	TYW5_HUMAN	Cupin_8 PF13621 17-254	TYW5_MOUSE	RNA modification	#	#	#	#
U2AF2	Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)	U2AF2_HUMAN	RRM_1 PF00076 151-225 261-330 400-459	U2AF2_MOUSE	RNA modification	Alternative splicing	#	mRNA	#
UBE2A	ubiquitin-conjugating enzyme E2A	UBE2A_HUMAN	UQ_con PF00179 8-143	UBE2A_MOUSE	Histone modification write	Histone ubiquitination	#	H2A, H2BK120	H2BK120ub1
UBE2B	ubiquitin-conjugating enzyme E2B	UBE2B_HUMAN	UQ_con PF00179 7-143	UBE2B_MOUSE	Histone modification write	Histone ubiquitination	#	H2A, H2BK121	H2BK120ub2
UBE2D1	ubiquitin-conjugating enzyme E2D 1	UB2D1_HUMAN	UQ_con PF00179 5-141	UB2D1_MOUSE	Histone modification write	Histone ubiquitination	#	H2BK48	H2BK48ub
UBE2D3	ubiquitin-conjugating enzyme E2D 3	UB2D3_HUMAN	UQ_con PF00179 5-141	UB2D3_MOUSE	Histone modification write	Histone ubiquitination	#	H2AK119	H2AK119ub
UBE2E1	ubiquitin-conjugating enzyme E2E 1	UB2E1_HUMAN	UQ_con PF00179 51-187	UB2E1_MOUSE	Histone modification write	Histone ubiquitination	#	H2BK120	H2BK120ub
UBE2H	ubiquitin-conjugating enzyme E2H	UBE2H_HUMAN	UQ_con PF00179 30-144	UBE2H_MOUSE	Histone modification write	Histone ubiquitination	#	H2A, H2B	H2Aub, H2Bub
UBE2N	ubiquitin-conjugating enzyme E2N	UBE2N_HUMAN	UQ_con PF00179 7-143	UBE2N_MOUSE	Histone modification write	Histone ubiquitination	#	H2AX	H2AXub
UBE2T	ubiquitin-conjugating enzyme E2T (putative)	UBE2T_HUMAN	UQ_con PF00179 6-146	UBE2T_MOUSE	Histone modification write	Histone ubiquitination	#	#	#
UBN1	ubinuclein 1	UBN1_HUMAN	HUN PF08729 118-170, UBN_AB PF14075 346-567	UBN1_MOUSE	Histone modification write cofactor	Histone methylation	#	#	#
UBR2	ubiquitin protein ligase E3 component n-recognin 2	UBR2_HUMAN	zf-UBR PF02207 99-167, ClpS PF02617 222-301, domain PF22960 778-872, PRT6_C PF18995 1309-1729	UBR2_MOUSE	Histone modification write	Histone ubiquitination	#	H2A	#
UBR5	ubiquitin protein ligase E3 component n-recognin 5	UBR5_HUMAN	E3_UbLigase_EDD PF11547 183-228, PABP PF00658 2391-2450, HECT PF00632 2505-2799	UBR5_MOUSE	Chromatin remodeling, Histone modification write cofactor	Histone ubiquitination	#	H2A, H2AX	H2Aub, H2AXub
UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	UBR7_HUMAN	zf-UBR PF02207 46-112	UBR7_MOUSE	DNA modification cofactor	DNA methylation	#	#	#
UCHL5	ubiquitin carboxyl-terminal hydrolase L5	UCHL5_HUMAN	Peptidase_C12 PF01088 8-209, UCH_C PF18031 265-309	UCHL5_MOUSE	Histone modification erase cofactor	Histone ubiquitination	Ino80	#	#
UHRF1	ubiquitin-like with PHD and ring finger domains 1	UHRF1_HUMAN	ubiquitin PF00240 2-75, TTD PF12148 133-285, PHD PF00628 318-363, SAD_SRA PF02182 417-585	UHRF1_MOUSE	Histone modification read, Histone modification write cofactor	Histone ubiquitination	#	H3K9me3, H3R2, H3, mCG	H3ub
UHRF2	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase	UHRF2_HUMAN	ubiquitin PF00240 2-74, TTD PF12148 125-311, PHD PF00628 347-392, SAD_SRA PF02182 445-614	UHRF2_MOUSE	Histone modification read	#	#	H3K9me3, mCG	#
UIMC1	ubiquitin interaction motif containing 1	UIMC1_HUMAN	RAP80_UIM PF18282 73-125	UIMC1_MOUSE	Histone modification read	#	BRCA1-A	H2AK63ub, H2AXK63ub, H2BK63ub	#
USP11	ubiquitin specific peptidase 11	UBP11_HUMAN	DUSP PF06337 86-183, Ubiquitin_3 PF14836 199-285, UCH PF00443 309-927, USP7_C2 PF14533 493-596	UBP11_MOUSE	Histone modification erase cofactor	Histone ubiquitination	#	#	#
USP12	ubiquitin specific peptidase 12	UBP12_HUMAN	UCH PF00443 39-366	UBP12_MOUSE	Histone modification erase	Histone ubiquitination	#	H2Aub	H2A
USP15	ubiquitin specific peptidase 15	UBP15_HUMAN	DUSP PF06337 27-118, Ubiquitin_3 PF14836 135-221, UCH PF00443 289-930, USP7_C2 PF14533 473-601	UBP15_MOUSE	Histone modification erase	Histone ubiquitination	#	H2BK120ub	H2BK120
USP16	ubiquitin specific peptidase 16	UBP16_HUMAN	zf-UBP PF02148 47-124, UCH PF00443 197-819	UBP16_MOUSE	Histone modification erase	Histone ubiquitination	#	H2Aub	H2A
USP17L2	ubiquitin specific peptidase 17-like family member 2	U17L2_HUMAN	UCH PF00443 81-372	U17PE_MOUSE	Histone modification erase cofactor	Histone ubiquitination	#	#	#
USP21	ubiquitin specific peptidase 21	UBP21_HUMAN	UCH PF00443 212-555	UBP21_MOUSE	Histone modification erase	Histone ubiquitination	#	H2Aub	H2A
USP22	ubiquitin specific peptidase 22	UBP22_HUMAN	zf-UBP PF02148 63-123, UCH PF00443 176-517	UBP22_MOUSE	Histone modification write cofactor	Histone ubiquitination	SAGA	H2Aub, H2Bub	H2A, H2B
USP3	ubiquitin specific peptidase 3	UBP3_HUMAN	zf-UBP PF02148 29-107, UCH PF00443 160-508	UBP3_MOUSE	Histone modification write	Histone ubiquitination	#	H2Aub, H2Bub	H2A, H2B
USP36	ubiquitin specific peptidase 36	UBP36_HUMAN	UCH PF00443 122-421	UBP36_MOUSE	Histone modification write cofactor	Histone ubiquitination	#	H2Bub	H2B
USP44	ubiquitin specific peptidase 44	UBP44_HUMAN	zf-UBP PF02148 28-91, UCH PF00443 273-675	UBP44_MOUSE	Histone modification erase	Histone ubiquitination	#	H2Bub1	H2B
USP46	ubiquitin specific peptidase 46	UBP46_HUMAN	UCH PF00443 35-362	UBP46_MOUSE	Histone modification erase	Histone ubiquitination	#	H2Aub	H2A
USP49	ubiquitin specific peptidase 49	UBP49_HUMAN	zf-UBP PF02148 26-87, UCH PF00443 253-654	UBP49_MOUSE	Histone modification erase	Histone ubiquitination	#	H2Bub	H2B
USP7	ubiquitin specific peptidase 7 (herpes virus-associated)	UBP7_HUMAN	domain PF22486 70-195, UCH PF00443 214-518, USP7_ICP0_bdg PF12436 620-867, USP7_C2 PF14533 877-1086	UBP7_MOUSE	Histone modification erase, DNA modification cofactor	Histone ubiquitination, DNA methylation	BCOR	H2Bub	H2B
UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	UTY_HUMAN	TPR_8 PF13181 202-235, JmjC PF02373 1080-1188, KDM6_C-hel PF21322 1195-1249, KDM6_GATAL PF21326 1267-1327	UTY_MOUSE	Histone modification erase	Histone ubiquitination	#	H3K27me	#
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	VDR_HUMAN	zf-C4 PF00105 23-91, Hormone_recep PF00104 227-403	VDR_MOUSE	Chromatin remodeling cofactor, TF	#	#	H2BK12ac, H3K14ac, H4K16ac	#
VIRMA	Protein virilizer homolog	VIR_HUMAN	VIR_N PF15912 5-278	VIR_MOUSE	RNA modification	RNA methylation	WMM	A of mRNA	m6A
VPS72	vacuolar protein sorting 72 homolog (S. cerevisiae)	VPS72_HUMAN	YL1 PF05764 7-212, YL1_C PF08265 291-319	VPS72_MOUSE	Histone modification write cofactor	Histone acetylation	NuA4, NuA4-related complex	#	#
VRK1	vaccinia related kinase 1	VRK1_HUMAN	Pkinase PF00069 39-271	VRK1_MOUSE	Histone modification write	Histone phosphorylation	#	H3S10, H3T3	H3S10ph, H3T3ph
WAC	WW domain containing adaptor with coiled-coil	WAC_HUMAN	WW PF00397 133-160	WAC_MOUSE	Histone modification write cofactor	Histone ubiquitination	#	#	#
WDR5	WD repeat domain 5	WDR5_HUMAN	WD40 PF00400 38-72 78-115 119-157 161-199 203-242 246-287 292-331	WDR5_MOUSE	Histone modification read	#	ATAC, NSL, RING2-L3MBTL2, COMPASS, Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4	H3K4, H3K4me1, H3K4me2, H3K4me3	#
WDR77	WD repeat domain 77	MEP50_HUMAN	WD40 PF00400 122-153 160-196	MEP50_MOUSE	Histone modification write	Histone methylation	methylosome	H2A, H4	H2Ame, H4me
WDR82	WD repeat domain 82	WDR82_HUMAN	WD40 PF00400 15-49 98-135 228-267	WDR82_MOUSE	Histone modification write cofactor	Histone methylation	COMPASS	#	#
WHSC1	Wolf-Hirschhorn syndrome candidate 1	NSD2_HUMAN	PWWP PF00855 221-299 881-972, HMG_box PF00505 454-505, domain PF23011 668-712 1241-1284, domain PF22908 716-763, domain PF23004 764-816, PHD PF00628 834-872, AWS PF17907 1022-1060, SET PF00856 1073-1180, C5HCH PF17982 1284-1328	NSD2_MOUSE	Histone modification write	Histone methylation	#	H3K27	H3K27me
WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	NSD3_HUMAN	PWWP PF00855 269-348 962-1050, domain PF23011 700-746, domain PF22908 749-798, domain PF23004 799-851, AWS PF17907 1104-1142, SET PF00856 1155-1262, C5HCH PF17982 1366-1410	NSD3_MOUSE	Chromatin remodeling cofactor, TF	#	#	H3K4, H3K27	#
WSB2	WD repeat and SOCS box containing 2	WSB2_HUMAN	WD40 PF00400 145-182 188-225 231-267 289-320 338-360, SOCS_box PF07525 367-401	WSB2_MOUSE	Histone modification write	Histone ubiquitination	#	#	#
WTAP	Pre-mRNA-splicing regulator WTAP (Female-lethal(2)D homolog) (hFL(2)D) (WT1-associated protein) (Wilms tumor 1-associating protein)	FL2D_HUMAN	Wtap PF17098 68-223	FL2D_MOUSE	RNA modification	RNA methylation	WMM	A of mRNA	m6A
YAF2	YY1 associated factor 2	YAF2_HUMAN	zf-RanBP PF00641 20-43, YAF2_RYBP PF17219 104-133	YAF2_MOUSE	Chromatin remodeling cofactor	#	BCOR, RING2-L3MBTL2, RING2-FBRS	#	#
YEATS2	YEATS domain containing 2	YETS2_HUMAN	YEATS PF03366 230-310, domain PF22951 1144-1241	YETS2_MOUSE	Histone chaperone	#	ATAC	H3K27ac	#
YEATS4	YEATS domain containing 4	YETS4_HUMAN	YEATS PF03366 42-121	YETS4_MOUSE	Histone modification write cofactor	Histone acetylation	NuA4, NuA4-related complex, SRCAP	#	#
YTHDC1	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	YTDC1_HUMAN	YTH PF04146 355-492	YTDC1_MOUSE	RNA modification	Alternative splicing	#	mRNA	m6A of mRNA
YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta	1433B_HUMAN	14-3-3 PF00244 11-231	1433B_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon	1433E_HUMAN	14-3-3 PF00244 10-232	1433E_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta	1433Z_HUMAN	14-3-3 PF00244 9-229	1433Z_MOUSE	Histone modification read	#	#	H3	#
YY1	YY1 transcription factor	TYY1_HUMAN	zf-C2H2 PF00096 298-320 325-347 353-377 383-407	TYY1_MOUSE	Chromatin remodeling cofactor, TF	TF repressor	Ino80	DNA motif	#
ZBTB16	zinc finger and BTB domain containing 16	ZBT16_HUMAN	BTB PF00651 25-124, zf-C2H2_6 PF13912 461-483 518-540, zf-C2H2 PF00096 490-512 546-568 574-596, domain PF12874 630-652	#	Histone modification erase cofactor	Histone acetylation	#	#	#
ZBTB33	zinc finger and BTB domain containing 33	KAISO_HUMAN	BTB PF00651 22-116	KAISO_MOUSE	Histone modification write cofactor, Histone modification erase cofactor, TF	Histone acetylation, Histone methylation, TF repressor	#	CG, mCG, DNA motif	#
ZBTB7A	Zinc finger and BTB domain-containing protein 7A (Factor binding IST protein 1) (FBI-1) (Factor that binds to inducer of short transcripts protein 1) (HIV-1 1st-binding protein 1) (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon) (Pokemon 1) (TTF-I-interacting peptide 21) (TIP21) (Zinc finger protein 857A)	ZBT7A_HUMAN	BTB PF00651 24-129, zf-C2H2 PF00096 410-432 438-460	ZBT7A_MOUSE	RNA modification	Alternative splicing	#	mRNA	#
ZBTB7C	zinc finger and BTB domain containing 7C	ZBT7C_HUMAN	BTB PF00651 24-128, zf-C2H2 PF00096 392-414 448-469	ZBT7C_MOUSE	Histone modification cofactor	#	#	#	#
ZC3H13	Zinc finger CCCH domain-containing protein 13	ZC3HD_HUMAN	zf-CCCH PF00642 40-62	ZC3HD_MOUSE	RNA modification	RNA methylation	WMM	A of mRNA	m6A
ZCWPW1	zinc finger, CW type with PWWP domain 1	ZCPW1_HUMAN	zf-CW PF07496 256-302, PWWP PF00855 318-412	ZCPW1_MOUSE	Histone modification read	#	#	H3K4me	#
ZFP57	ZFP57 zinc finger protein	ZFP57_HUMAN	KRAB PF01352 16-56, zf-C2H2 PF00096 91-113 119-141 147-169 175-197 300-322 328-350	ZFP57_MOUSE	TF	TF repressor	#	mC, DNA motif	#
ZGPAT	zinc finger, CCCH-type with G patch domain	ZGPAT_HUMAN	zf-CCCH_4 PF18044 177-199, G-patch PF01585 333-376	ZGPAT_MOUSE	TF	TF repressor	#	DNA motif	#
ZHX1	zinc fingers and homeoboxes 1	ZHX1_HUMAN	zf_C2H2_ZHX PF18387 99-151, Homeodomain PF00046 299-340 469-521 575-622 666-717, Homez PF11569 784-822	ZHX1_MOUSE	Chromatin remodeling, Histone modification write cofactor	Histone acetylation, Histone methylation	#	#	#
ZMYM2	zinc finger, MYM-type 2	ZMYM2_HUMAN	zf-FCS PF06467 328-364 371-412 422-457 465-504 534-571 637-674 681-716 725-762 766-803, DUF3504 PF12012 1190-1359	ZMYM2_MOUSE	Histone modification erase cofactor, TF	Histone acetylation	BHC, LSD-CoREST	DNA motif	#
ZMYM3	zinc finger, MYM-type 3	ZMYM3_HUMAN	zf-FCS PF06467 353-389 406-444 449-490 497-535 546-580 591-624 632-664 676-714 718-754, DUF3504 PF12012 1184-1354	ZMYM3_MOUSE	Histone modification erase cofactor	Histone acetylation	BHC	#	#
ZMYND11	zinc finger, MYND-type containing 11	ZMY11_HUMAN	SAMD1_WH PF21524 18-68, Bromodomain PF00439 184-241, PWWP PF00855 281-351	ZMY11_MOUSE	Histone modification read	Histone methylation	#	H3.3K36me3	#
ZMYND8	zinc finger, MYND-type containing 8	PKCB1_HUMAN	PHD PF00628 91-130, Bromodomain PF00439 165-239, PWWP PF00855 280-348, DUF3544 PF12064 412-608	#	Histone modification erase cofactor	Histone acetylation	#	#	#
ZNF217	zinc finger protein 217	ZN217_HUMAN	zf-C2H2 PF00096 128-150 156-178 377-397 472-493	#	Histone modification erase cofactor, TF	Histone acetylation, TF repressor	BHC, LSD-CoREST	#	#
ZNF516	zinc finger protein 516	ZN516_HUMAN	zf-C2H2 PF00096 34-56 62-84 248-270 276-298 1098-1120	ZN516_MOUSE	Histone modification erase cofactor, TF	Histone acetylation, TF repressor	LSD-CoREST	#	#
ZNF532	zinc finger protein 532	ZN532_HUMAN	zf-C2H2_11 PF16622 1203-1226, zf-C2H2_6 PF13912 1264-1286	ZN532_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
ZNF541	zinc finger protein 541	ZN541_HUMAN	zf-C2H2 PF00096 140-162, zf-C2H2_6 PF13912 168-190 1289-1312, ELM2 PF01448 1055-1111	ZN541_MOUSE	Chromatin remodeling	#	#	#	#
ZNF592	zinc finger protein 592	ZN592_HUMAN	zf-C2H2_11 PF16622 1153-1176	ZN592_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
ZNF687	zinc finger protein 687	ZN687_HUMAN	zf-C2H2 PF00096 993-1016 1200-1222, zf-C2H2_11 PF16622 1135-1158	ZN687_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
ZNF711	zinc finger protein 711	ZN711_HUMAN	Zfx_Zfy_act PF04704 62-356, zf-C2H2 PF00096 383-405 505-527 562-584 590-613 619-641 676-698 704-727 733-755	ZN711_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
ZNHIT1	zinc finger, HIT-type containing 1	ZNHI1_HUMAN	zf-HIT PF04438 113-141	ZNHI1_MOUSE	Chromatin remodeling cofactor, Histone modification erase cofactor	Histone acetylation	SRCAP	#	#
ZRANB3	zinc finger, RAN-binding domain containing 3	ZRAB3_HUMAN	SNF2-rel_dom PF00176 40-299, Helicase_C PF00271 329-435, zf-RanBP PF00641 623-648, HNH PF01844 1014-1049	ZRAB3_MOUSE	Chromatin remodeling, Histone modification read cofactor	Histone methylation	#	#	#
ZZZ3	zinc finger, ZZ-type containing 3	ZZZ3_HUMAN	Myb_DNA-binding PF00249 655-703, ZZ PF00569 818-865	ZZZ3_MOUSE	Histone modification read	#	ATAC	#	#
